comuna,ica,fecha,id
comuna 7,26,2024-07-31,42120
comuna 6,98,2024-07-31,17930
comuna 8,53,2024-06-25,41385
comuna 13,52,2024-06-23,35887
comuna 12,82,2024-06-23,37900
comuna 15,97,2024-01-30,18566
comuna 1,13,2024-07-31,43019
comuna 9,21,2024-06-25,9447
comuna 6,68,2024-06-25,28964
comuna 7,12,2024-01-30,14623
comuna 16,14,2024-07-31,24987
comuna 6,66,2024-07-31,16166
comuna 12,84,2024-07-31,38139
comuna 16,74,2024-06-25,38636
comuna 13,60,2024-01-30,37080
comuna 11,12,2024-07-31,17424
comuna 3,81,2024-06-25,3264
comuna 14,68,2024-06-25,49182
comuna 1,97,2024-06-23,12199
comuna 1,99,2024-06-23,858
comuna 7,72,2024-06-23,13476
comuna 5,98,2024-06-23,37503
comuna 13,44,2024-07-31,34784
comuna 7,77,2024-01-30,6335
comuna 11,13,2024-06-25,42173
comuna 2,48,2024-07-31,26851
comuna 2,89,2024-06-23,32905
comuna 6,39,2024-07-31,20001
comuna 7,70,2024-06-25,22813
comuna 12,11,2024-01-30,34763
comuna 14,88,2024-01-30,43947
comuna 5,33,2024-01-30,22665
comuna 10,42,2024-01-30,15665
comuna 8,71,2024-01-30,11308
comuna 9,68,2024-06-25,7568
comuna 6,87,2024-01-30,27700
comuna 3,32,2024-06-23,13015
comuna 2,64,2024-06-25,4199
comuna 1,94,2024-01-30,37101
comuna 11,36,2024-01-30,10607
comuna 12,31,2024-01-30,457
comuna 13,21,2024-07-31,19405
comuna 5,78,2024-01-30,9666
comuna 6,12,2024-06-25,6828
comuna 15,20,2024-07-31,49965
comuna 7,63,2024-06-25,629
comuna 5,100,2024-06-25,40040
comuna 9,55,2024-06-25,44148
comuna 1,12,2024-06-25,23427
comuna 14,30,2024-07-31,22406
comuna 14,35,2024-06-23,7213
comuna 13,15,2024-06-25,32829
comuna 2,21,2024-06-25,3815
comuna 3,71,2024-01-30,26672
comuna 16,91,2024-07-31,23081
comuna 3,99,2024-06-23,8532
comuna 3,99,2024-06-23,26979
comuna 2,88,2024-06-25,27381
comuna 1,65,2024-06-23,26933
comuna 11,53,2024-06-25,13778
comuna 10,94,2024-06-25,10619
comuna 15,75,2024-06-23,48910
comuna 13,78,2024-01-30,10989
comuna 4,90,2024-06-23,24337
comuna 2,60,2024-01-30,48340
comuna 10,24,2024-06-25,27357
comuna 3,96,2024-06-25,5384
comuna 12,32,2024-01-30,21145
comuna 1,17,2024-07-31,16385
comuna 10,86,2024-06-25,5570
comuna 10,70,2024-07-31,6028
comuna 15,28,2024-06-23,10743
comuna 2,22,2024-01-30,14759
comuna 12,94,2024-07-31,18825
comuna 1,28,2024-06-23,41209
comuna 7,75,2024-06-23,25409
comuna 16,40,2024-06-23,47699
comuna 7,45,2024-06-25,39585
comuna 11,67,2024-01-30,10797
comuna 14,95,2024-06-23,23125
comuna 16,83,2024-06-23,39085
comuna 9,95,2024-06-23,26892
comuna 14,30,2024-06-25,6506
comuna 15,75,2024-06-23,23103
comuna 14,10,2024-07-31,28810
comuna 11,89,2024-01-30,11957
comuna 4,36,2024-06-23,9939
comuna 1,97,2024-01-30,46735
comuna 2,54,2024-06-23,31728
comuna 13,51,2024-07-31,39643
comuna 6,65,2024-01-30,5421
comuna 2,25,2024-01-30,8687
comuna 11,46,2024-06-23,49114
comuna 7,18,2024-01-30,48392
comuna 3,60,2024-06-25,18182
comuna 13,50,2024-06-23,22516
comuna 14,95,2024-01-30,20880
comuna 2,51,2024-01-30,6494
comuna 10,59,2024-06-25,28574
comuna 3,55,2024-06-23,35185
comuna 4,10,2024-07-31,39909
comuna 16,23,2024-07-31,47316
comuna 4,79,2024-01-30,12634
comuna 11,33,2024-01-30,44047
comuna 15,62,2024-06-23,48167
comuna 8,68,2024-06-23,47686
comuna 6,69,2024-07-31,2455
comuna 3,28,2024-01-30,43910
comuna 2,21,2024-07-31,27509
comuna 8,45,2024-01-30,40565
comuna 11,23,2024-01-30,15684
comuna 3,30,2024-06-25,23566
comuna 7,33,2024-07-31,30400
comuna 15,62,2024-01-30,33405
comuna 10,64,2024-06-23,35211
comuna 1,76,2024-06-23,36229
comuna 13,99,2024-06-25,23498
comuna 2,87,2024-06-23,13112
comuna 14,50,2024-06-25,15309
comuna 6,35,2024-06-23,16113
comuna 15,17,2024-06-25,26749
comuna 1,56,2024-06-25,20137
comuna 7,26,2024-01-30,30351
comuna 6,60,2024-06-23,35001
comuna 5,36,2024-07-31,16002
comuna 3,36,2024-01-30,16347
comuna 4,83,2024-06-25,39087
comuna 12,42,2024-01-30,17294
comuna 3,96,2024-07-31,40534
comuna 5,33,2024-01-30,2329
comuna 12,44,2024-01-30,5237
comuna 9,70,2024-01-30,42297
comuna 13,52,2024-07-31,26415
comuna 13,59,2024-06-23,47444
comuna 7,36,2024-06-23,2308
comuna 6,30,2024-06-25,28882
comuna 16,56,2024-06-23,8490
comuna 14,91,2024-07-31,48375
comuna 10,97,2024-06-23,32410
comuna 3,78,2024-06-25,11585
comuna 12,25,2024-06-25,1145
comuna 2,99,2024-01-30,338
comuna 3,26,2024-06-25,29669
comuna 7,98,2024-07-31,34184
comuna 9,58,2024-07-31,18427
comuna 6,100,2024-07-31,6374
comuna 13,48,2024-06-25,1597
comuna 16,10,2024-01-30,24906
comuna 14,28,2024-06-23,30579
comuna 12,13,2024-06-23,5341
comuna 14,20,2024-06-23,29199
comuna 14,14,2024-01-30,35824
comuna 2,87,2024-06-25,33340
comuna 13,10,2024-06-25,3675
comuna 9,69,2024-06-25,31127
comuna 8,45,2024-01-30,4723
comuna 8,89,2024-01-30,5705
comuna 4,75,2024-06-25,28244
comuna 8,71,2024-06-23,3897
comuna 2,19,2024-06-23,38877
comuna 2,25,2024-06-23,46086
comuna 7,94,2024-01-30,14988
comuna 6,59,2024-01-30,36746
comuna 12,42,2024-01-30,9849
comuna 3,52,2024-07-31,31635
comuna 12,23,2024-06-25,19332
comuna 2,37,2024-06-25,49717
comuna 9,17,2024-06-23,31908
comuna 4,12,2024-07-31,19062
comuna 8,97,2024-01-30,46686
comuna 2,54,2024-01-30,23401
comuna 6,24,2024-01-30,49668
comuna 1,48,2024-06-25,7468
comuna 15,15,2024-07-31,31679
comuna 1,85,2024-06-23,8531
comuna 3,15,2024-01-30,45741
comuna 16,96,2024-07-31,11794
comuna 13,28,2024-01-30,42346
comuna 13,98,2024-06-23,12533
comuna 8,61,2024-06-25,34488
comuna 3,92,2024-06-23,13161
comuna 8,23,2024-01-30,6087
comuna 6,76,2024-07-31,42659
comuna 3,86,2024-01-30,49143
comuna 11,63,2024-06-23,19068
comuna 12,44,2024-06-25,38394
comuna 14,44,2024-06-23,24294
comuna 2,94,2024-06-25,35160
comuna 16,43,2024-07-31,48530
comuna 13,10,2024-06-25,26259
comuna 9,59,2024-07-31,45326
comuna 14,81,2024-06-25,39098
comuna 5,26,2024-06-25,27200
comuna 15,80,2024-01-30,45768
comuna 11,32,2024-06-25,2900
comuna 11,17,2024-06-25,7320
comuna 8,30,2024-06-23,26735
comuna 12,46,2024-06-23,46857
comuna 12,57,2024-06-25,20360
comuna 3,37,2024-07-31,42862
comuna 6,92,2024-07-31,24585
comuna 13,86,2024-07-31,46363
comuna 15,38,2024-07-31,9505
comuna 7,40,2024-06-23,42000
comuna 12,73,2024-07-31,23911
comuna 11,98,2024-07-31,9710
comuna 11,22,2024-06-25,46754
comuna 15,34,2024-06-25,48989
comuna 4,96,2024-01-30,39960
comuna 12,40,2024-07-31,866
comuna 9,57,2024-07-31,6824
comuna 8,14,2024-06-23,11268
comuna 7,54,2024-07-31,14704
comuna 3,77,2024-06-25,33712
comuna 4,26,2024-07-31,32009
comuna 13,27,2024-01-30,10907
comuna 11,11,2024-06-23,9055
comuna 5,35,2024-01-30,11221
comuna 2,16,2024-01-30,3185
comuna 8,71,2024-01-30,5481
comuna 8,66,2024-01-30,42598
comuna 4,61,2024-07-31,42478
comuna 14,91,2024-01-30,35050
comuna 3,17,2024-01-30,23237
comuna 14,75,2024-06-23,22388
comuna 8,46,2024-01-30,11500
comuna 13,95,2024-07-31,6736
comuna 9,90,2024-06-25,17817
comuna 1,46,2024-01-30,26977
comuna 8,69,2024-06-25,45516
comuna 12,61,2024-07-31,40336
comuna 12,59,2024-01-30,13663
comuna 9,33,2024-06-25,49002
comuna 7,43,2024-07-31,34688
comuna 6,57,2024-06-23,11942
comuna 4,89,2024-01-30,26360
comuna 15,60,2024-01-30,10372
comuna 11,46,2024-06-23,34660
comuna 6,22,2024-01-30,15228
comuna 7,32,2024-01-30,30411
comuna 15,90,2024-06-25,28683
comuna 5,53,2024-01-30,30376
comuna 7,72,2024-06-23,37047
comuna 5,84,2024-01-30,15110
comuna 3,23,2024-06-25,13387
comuna 3,85,2024-06-23,18125
comuna 8,59,2024-06-23,3205
comuna 7,45,2024-07-31,46059
comuna 9,70,2024-01-30,12826
comuna 15,72,2024-06-25,25698
comuna 4,44,2024-07-31,39610
comuna 2,27,2024-01-30,38340
comuna 12,43,2024-01-30,14882
comuna 16,81,2024-07-31,35912
comuna 12,19,2024-06-25,14124
comuna 12,91,2024-07-31,20406
comuna 5,20,2024-06-25,6733
comuna 6,74,2024-06-25,31388
comuna 15,27,2024-06-23,11030
comuna 3,71,2024-06-25,20880
comuna 12,26,2024-01-30,7546
comuna 6,26,2024-07-31,25862
comuna 12,10,2024-07-31,12480
comuna 11,36,2024-01-30,9289
comuna 12,38,2024-01-30,18473
comuna 10,61,2024-01-30,21323
comuna 4,11,2024-06-25,46545
comuna 8,19,2024-06-23,31556
comuna 8,79,2024-06-25,47572
comuna 6,53,2024-06-23,43981
comuna 15,92,2024-01-30,44877
comuna 6,47,2024-01-30,24657
comuna 13,52,2024-01-30,32946
comuna 8,100,2024-06-25,8026
comuna 14,53,2024-07-31,34440
comuna 7,44,2024-06-23,9843
comuna 15,44,2024-06-23,45327
comuna 6,72,2024-07-31,34977
comuna 16,14,2024-01-30,24899
comuna 10,61,2024-07-31,18132
comuna 11,69,2024-06-23,8259
comuna 15,20,2024-01-30,8740
comuna 9,59,2024-06-23,24202
comuna 15,85,2024-06-25,43109
comuna 2,62,2024-06-23,1710
comuna 10,82,2024-07-31,635
comuna 11,62,2024-01-30,18225
comuna 12,37,2024-01-30,1349
comuna 12,17,2024-06-25,21554
comuna 14,24,2024-06-23,38205
comuna 9,59,2024-07-31,9434
comuna 11,100,2024-06-25,24019
comuna 15,54,2024-06-25,16024
comuna 3,64,2024-07-31,44523
comuna 8,75,2024-06-23,6327
comuna 5,100,2024-07-31,2196
comuna 9,37,2024-07-31,20319
comuna 12,25,2024-06-23,13777
comuna 13,65,2024-01-30,24778
comuna 1,100,2024-06-23,10531
comuna 13,98,2024-01-30,22687
comuna 11,27,2024-07-31,29386
comuna 7,19,2024-06-23,22269
comuna 5,89,2024-06-25,4241
comuna 3,60,2024-07-31,41053
comuna 5,61,2024-07-31,33913
comuna 2,55,2024-01-30,23753
comuna 4,57,2024-06-23,16918
comuna 3,32,2024-07-31,31560
comuna 15,41,2024-01-30,23279
comuna 14,64,2024-06-23,49221
comuna 3,87,2024-06-25,46161
comuna 8,57,2024-06-25,3035
comuna 15,40,2024-06-25,49105
comuna 3,54,2024-07-31,36349
comuna 14,74,2024-01-30,32147
comuna 1,85,2024-07-31,37080
comuna 3,80,2024-07-31,21611
comuna 13,47,2024-06-23,2803
comuna 10,90,2024-06-23,827
comuna 15,37,2024-07-31,34077
comuna 8,30,2024-06-23,31978
comuna 16,73,2024-01-30,2655
comuna 14,35,2024-06-23,26492
comuna 11,21,2024-06-23,8638
comuna 9,67,2024-07-31,8401
comuna 11,33,2024-06-23,10196
comuna 1,41,2024-01-30,24026
comuna 15,84,2024-06-23,920
comuna 2,30,2024-06-25,48907
comuna 13,76,2024-06-25,46354
comuna 2,54,2024-06-25,14229
comuna 15,25,2024-07-31,20455
comuna 3,23,2024-01-30,5167
comuna 2,21,2024-06-25,12256
comuna 15,33,2024-01-30,36514
comuna 2,42,2024-07-31,35980
comuna 5,42,2024-07-31,31674
comuna 12,18,2024-06-25,24503
comuna 15,42,2024-06-25,7339
comuna 2,26,2024-01-30,18213
comuna 11,70,2024-01-30,25790
comuna 4,35,2024-01-30,7419
comuna 16,56,2024-06-25,40086
comuna 8,78,2024-07-31,30885
comuna 2,15,2024-06-23,17281
comuna 3,43,2024-06-23,46024
comuna 5,95,2024-06-23,28411
comuna 4,39,2024-01-30,49873
comuna 16,24,2024-06-25,33919
comuna 10,50,2024-07-31,46723
comuna 11,97,2024-06-25,22416
comuna 12,98,2024-06-23,30214
comuna 4,75,2024-06-23,9425
comuna 4,24,2024-06-25,45598
comuna 9,59,2024-07-31,7489
comuna 11,52,2024-01-30,9373
comuna 14,79,2024-06-25,10883
comuna 8,93,2024-06-23,44542
comuna 1,84,2024-01-30,30281
comuna 4,55,2024-01-30,8640
comuna 13,81,2024-06-25,2252
comuna 7,66,2024-06-25,37776
comuna 4,41,2024-01-30,3396
comuna 8,64,2024-01-30,38269
comuna 7,72,2024-06-25,42576
comuna 16,33,2024-06-25,31710
comuna 9,22,2024-06-23,17650
comuna 2,21,2024-06-23,35094
comuna 4,65,2024-07-31,32604
comuna 7,22,2024-06-25,49937
comuna 4,37,2024-01-30,9609
comuna 3,57,2024-06-23,36883
comuna 2,33,2024-06-25,37515
comuna 9,10,2024-06-23,48755
comuna 13,10,2024-01-30,25366
comuna 2,56,2024-07-31,40138
comuna 11,64,2024-06-25,13745
comuna 13,80,2024-01-30,33066
comuna 15,84,2024-01-30,15243
comuna 12,78,2024-07-31,31441
comuna 13,20,2024-06-23,29474
comuna 6,75,2024-01-30,6757
comuna 11,12,2024-06-25,804
comuna 9,76,2024-07-31,12655
comuna 12,34,2024-01-30,24471
comuna 12,84,2024-06-23,24816
comuna 12,100,2024-01-30,36542
comuna 11,67,2024-07-31,4390
comuna 6,35,2024-06-25,16737
comuna 1,20,2024-01-30,12864
comuna 13,22,2024-06-23,1419
comuna 1,79,2024-06-25,5203
comuna 13,40,2024-06-25,32832
comuna 1,55,2024-01-30,44732
comuna 13,19,2024-01-30,43026
comuna 14,37,2024-06-25,44296
comuna 15,31,2024-07-31,24336
comuna 14,17,2024-07-31,45046
comuna 5,28,2024-06-23,41982
comuna 2,81,2024-07-31,2283
comuna 5,65,2024-07-31,47252
comuna 11,92,2024-01-30,38497
comuna 10,86,2024-06-25,20256
comuna 2,86,2024-01-30,9212
comuna 8,14,2024-06-25,39691
comuna 13,33,2024-07-31,19961
comuna 6,48,2024-06-23,35893
comuna 7,37,2024-07-31,6653
comuna 5,90,2024-07-31,29757
comuna 15,23,2024-07-31,34577
comuna 16,88,2024-06-25,35834
comuna 15,11,2024-07-31,18754
comuna 15,65,2024-06-23,27188
comuna 7,50,2024-06-23,1834
comuna 10,53,2024-07-31,6983
comuna 3,68,2024-01-30,47921
comuna 9,95,2024-07-31,37683
comuna 10,92,2024-06-23,7421
comuna 13,81,2024-06-23,7732
comuna 3,61,2024-06-25,32278
comuna 14,76,2024-07-31,29926
comuna 3,21,2024-01-30,30222
comuna 5,34,2024-07-31,34038
comuna 8,66,2024-01-30,28474
comuna 10,45,2024-06-25,20001
comuna 5,47,2024-01-30,2875
comuna 7,58,2024-06-25,47177
comuna 16,50,2024-01-30,35500
comuna 3,57,2024-07-31,41865
comuna 13,75,2024-07-31,45584
comuna 13,64,2024-06-23,8088
comuna 12,85,2024-06-25,46763
comuna 10,26,2024-06-25,23828
comuna 12,14,2024-06-23,40651
comuna 16,78,2024-01-30,28605
comuna 6,22,2024-06-23,24183
comuna 15,15,2024-06-25,30126
comuna 11,42,2024-07-31,9785
comuna 2,35,2024-01-30,29345
comuna 15,22,2024-07-31,12222
comuna 11,100,2024-06-25,29697
comuna 8,10,2024-01-30,30446
comuna 7,42,2024-06-23,37726
comuna 8,95,2024-07-31,45280
comuna 3,42,2024-06-25,456
comuna 11,69,2024-01-30,38860
comuna 11,63,2024-06-25,30045
comuna 8,49,2024-06-23,25374
comuna 4,87,2024-07-31,39282
comuna 12,51,2024-06-25,22088
comuna 10,34,2024-01-30,44678
comuna 4,18,2024-07-31,4144
comuna 2,75,2024-01-30,12892
comuna 1,84,2024-06-25,1453
comuna 7,92,2024-06-23,12817
comuna 12,69,2024-07-31,28749
comuna 7,88,2024-07-31,44076
comuna 8,60,2024-01-30,21425
comuna 11,27,2024-07-31,18291
comuna 9,71,2024-06-25,22797
comuna 3,90,2024-07-31,1304
comuna 9,76,2024-01-30,29899
comuna 9,42,2024-07-31,26579
comuna 9,68,2024-01-30,22891
comuna 6,43,2024-01-30,38975
comuna 10,96,2024-01-30,35613
comuna 15,63,2024-07-31,38300
comuna 12,88,2024-07-31,15031
comuna 7,52,2024-07-31,10743
comuna 15,42,2024-07-31,35045
comuna 14,62,2024-06-23,45119
comuna 2,72,2024-06-23,22157
comuna 13,18,2024-07-31,22500
comuna 3,73,2024-01-30,11606
comuna 14,13,2024-07-31,9681
comuna 11,12,2024-06-23,25510
comuna 7,20,2024-07-31,13426
comuna 11,13,2024-06-25,24708
comuna 10,55,2024-06-25,44269
comuna 7,46,2024-06-25,19716
comuna 12,96,2024-06-25,26154
comuna 11,42,2024-07-31,6369
comuna 1,80,2024-01-30,20533
comuna 11,47,2024-06-25,42877
comuna 2,37,2024-01-30,16348
comuna 12,91,2024-01-30,37292
comuna 8,20,2024-07-31,5546
comuna 6,88,2024-07-31,2973
comuna 7,29,2024-07-31,35468
comuna 14,26,2024-06-25,20690
comuna 9,87,2024-06-23,40981
comuna 7,48,2024-01-30,11418
comuna 1,56,2024-06-23,37043
comuna 2,21,2024-06-23,5184
comuna 10,19,2024-06-23,44011
comuna 3,24,2024-06-23,5510
comuna 3,27,2024-06-25,5764
comuna 7,90,2024-01-30,23837
comuna 6,60,2024-06-25,12830
comuna 5,70,2024-06-25,36114
comuna 5,72,2024-07-31,18504
comuna 9,51,2024-07-31,22058
comuna 12,52,2024-06-23,12795
comuna 13,40,2024-06-23,2536
comuna 11,62,2024-06-25,39405
comuna 16,52,2024-06-23,42080
comuna 5,51,2024-06-25,47369
comuna 11,73,2024-06-23,44044
comuna 6,23,2024-06-23,7751
comuna 6,73,2024-01-30,1279
comuna 11,78,2024-06-23,46927
comuna 16,15,2024-07-31,36240
comuna 5,60,2024-06-23,49563
comuna 1,42,2024-01-30,17727
comuna 5,42,2024-06-25,40842
comuna 12,20,2024-07-31,19607
comuna 6,28,2024-01-30,34875
comuna 3,66,2024-06-25,49705
comuna 1,57,2024-01-30,18673
comuna 7,57,2024-07-31,11194
comuna 10,42,2024-01-30,4887
comuna 13,47,2024-06-25,30391
comuna 13,62,2024-06-23,49170
comuna 4,85,2024-07-31,44652
comuna 6,58,2024-06-25,30761
comuna 5,91,2024-01-30,17956
comuna 10,43,2024-07-31,23460
comuna 8,57,2024-06-23,8837
comuna 1,11,2024-01-30,13172
comuna 14,52,2024-07-31,28205
comuna 16,73,2024-01-30,14920
comuna 10,83,2024-01-30,49649
comuna 1,61,2024-07-31,17980
comuna 10,84,2024-01-30,2865
comuna 3,46,2024-07-31,8160
comuna 2,89,2024-06-23,44968
comuna 15,93,2024-07-31,48100
comuna 4,20,2024-06-25,4710
comuna 14,96,2024-06-25,49853
comuna 12,16,2024-06-25,17293
comuna 16,13,2024-06-25,18156
comuna 5,20,2024-06-23,2122
comuna 11,75,2024-06-23,41049
comuna 2,47,2024-07-31,44960
comuna 1,92,2024-01-30,5738
comuna 4,49,2024-06-25,7855
comuna 13,72,2024-06-25,35747
comuna 3,53,2024-07-31,1920
comuna 13,82,2024-06-23,19126
comuna 16,42,2024-06-25,151
comuna 6,42,2024-06-25,11019
comuna 9,47,2024-07-31,31892
comuna 13,36,2024-07-31,11688
comuna 5,42,2024-07-31,16689
comuna 12,87,2024-07-31,34542
comuna 10,99,2024-07-31,2398
comuna 12,40,2024-06-25,45100
comuna 2,23,2024-06-23,37234
comuna 14,24,2024-01-30,4340
comuna 11,98,2024-01-30,41239
comuna 13,21,2024-01-30,33435
comuna 2,50,2024-01-30,31998
comuna 13,54,2024-06-25,1260
comuna 16,57,2024-07-31,10966
comuna 4,15,2024-06-23,22675
comuna 6,25,2024-01-30,25118
comuna 3,74,2024-07-31,32946
comuna 9,72,2024-01-30,11532
comuna 2,74,2024-06-23,19279
comuna 8,97,2024-06-25,32543
comuna 12,14,2024-07-31,4217
comuna 3,65,2024-06-23,26517
comuna 9,26,2024-06-25,17382
comuna 2,46,2024-07-31,14103
comuna 13,35,2024-01-30,19263
comuna 13,67,2024-06-25,36326
comuna 6,93,2024-06-23,18728
comuna 4,63,2024-06-25,5560
comuna 3,23,2024-01-30,9742
comuna 9,20,2024-07-31,8519
comuna 15,17,2024-01-30,1457
comuna 6,22,2024-06-23,18798
comuna 7,84,2024-01-30,17821
comuna 5,72,2024-06-25,23584
comuna 11,82,2024-01-30,9237
comuna 8,49,2024-01-30,46879
comuna 7,94,2024-06-23,12725
comuna 15,83,2024-01-30,49477
comuna 3,18,2024-07-31,47262
comuna 13,19,2024-06-25,9327
comuna 6,68,2024-01-30,1324
comuna 3,27,2024-07-31,23888
comuna 5,53,2024-06-25,5092
comuna 10,57,2024-07-31,3715
comuna 13,48,2024-07-31,30384
comuna 15,48,2024-06-23,26551
comuna 15,47,2024-06-23,1078
comuna 11,64,2024-07-31,696
comuna 13,83,2024-06-23,10826
comuna 3,91,2024-01-30,4203
comuna 4,29,2024-01-30,36273
comuna 10,71,2024-06-23,42865
comuna 14,28,2024-06-25,8075
comuna 1,92,2024-01-30,22125
comuna 7,55,2024-01-30,23598
comuna 2,94,2024-07-31,31063
comuna 12,53,2024-06-23,5344
comuna 6,30,2024-06-25,24437
comuna 8,23,2024-06-23,15784
comuna 11,50,2024-01-30,14419
comuna 11,49,2024-01-30,37113
comuna 11,35,2024-06-23,17315
comuna 1,84,2024-06-25,31575
comuna 13,12,2024-07-31,40635
comuna 16,66,2024-01-30,140
comuna 3,60,2024-07-31,42537
comuna 14,13,2024-01-30,4494
comuna 8,99,2024-06-23,24490
comuna 2,37,2024-06-23,43093
comuna 3,91,2024-01-30,27753
comuna 8,86,2024-01-30,37358
comuna 15,65,2024-06-25,30232
comuna 9,20,2024-07-31,43100
comuna 5,72,2024-06-23,25166
comuna 2,13,2024-07-31,27558
comuna 1,29,2024-06-23,9884
comuna 1,10,2024-01-30,46969
comuna 13,82,2024-06-23,7604
comuna 12,19,2024-06-23,19513
comuna 8,62,2024-07-31,18824
comuna 15,35,2024-06-25,23591
comuna 12,40,2024-06-25,48088
comuna 5,50,2024-06-25,26160
comuna 9,71,2024-06-25,47269
comuna 9,15,2024-06-25,13066
comuna 1,94,2024-06-23,45995
comuna 12,22,2024-07-31,22708
comuna 6,61,2024-01-30,15705
comuna 3,77,2024-07-31,28056
comuna 7,61,2024-01-30,31662
comuna 6,45,2024-07-31,25349
comuna 11,14,2024-01-30,8131
comuna 12,29,2024-01-30,40778
comuna 4,26,2024-01-30,3432
comuna 2,43,2024-06-25,28516
comuna 5,71,2024-06-23,34993
comuna 11,96,2024-07-31,36030
comuna 12,58,2024-06-23,7125
comuna 4,76,2024-06-23,33030
comuna 9,74,2024-06-23,13959
comuna 12,72,2024-01-30,24407
comuna 12,58,2024-06-25,29905
comuna 11,27,2024-06-25,20664
comuna 4,24,2024-06-25,19524
comuna 10,82,2024-01-30,25393
comuna 14,91,2024-06-25,947
comuna 3,18,2024-06-25,10884
comuna 15,50,2024-06-25,15907
comuna 2,24,2024-06-25,25495
comuna 12,55,2024-06-25,49856
comuna 2,45,2024-01-30,41276
comuna 7,55,2024-06-25,49436
comuna 11,41,2024-06-25,32974
comuna 13,16,2024-06-23,925
comuna 15,33,2024-06-25,37333
comuna 5,17,2024-06-25,25496
comuna 6,41,2024-06-23,36813
comuna 7,97,2024-01-30,12934
comuna 10,29,2024-01-30,28368
comuna 11,48,2024-06-23,26770
comuna 1,11,2024-01-30,46063
comuna 16,75,2024-06-25,24070
comuna 3,17,2024-06-25,30826
comuna 6,11,2024-07-31,10369
comuna 14,77,2024-06-25,21439
comuna 5,85,2024-06-23,8146
comuna 2,79,2024-06-23,6555
comuna 8,34,2024-07-31,3626
comuna 12,95,2024-06-25,34075
comuna 8,24,2024-06-25,35425
comuna 12,20,2024-01-30,29102
comuna 5,42,2024-06-25,35347
comuna 5,66,2024-01-30,44323
comuna 6,76,2024-07-31,24316
comuna 15,76,2024-01-30,40652
comuna 1,23,2024-07-31,44106
comuna 2,71,2024-06-25,32352
comuna 9,82,2024-07-31,9798
comuna 15,71,2024-06-25,6738
comuna 5,39,2024-06-25,28346
comuna 13,99,2024-06-25,44921
comuna 2,48,2024-06-25,39025
comuna 5,64,2024-06-23,30823
comuna 8,63,2024-06-23,4070
comuna 8,29,2024-06-23,7623
comuna 9,50,2024-06-25,36614
comuna 4,26,2024-06-25,32185
comuna 16,88,2024-07-31,46664
comuna 9,95,2024-06-23,14442
comuna 11,50,2024-06-23,14555
comuna 9,53,2024-06-25,49300
comuna 11,65,2024-07-31,47748
comuna 13,72,2024-06-23,48458
comuna 6,14,2024-06-25,24717
comuna 15,59,2024-07-31,25146
comuna 3,76,2024-06-25,30098
comuna 16,94,2024-06-23,12561
comuna 16,38,2024-06-25,9441
comuna 15,56,2024-01-30,4011
comuna 8,84,2024-01-30,14324
comuna 16,51,2024-01-30,42243
comuna 2,35,2024-06-23,22870
comuna 10,53,2024-06-23,26984
comuna 9,20,2024-07-31,30641
comuna 14,82,2024-06-23,15877
comuna 1,53,2024-06-23,3934
comuna 4,88,2024-06-23,47426
comuna 8,39,2024-07-31,23610
comuna 6,22,2024-06-23,42807
comuna 13,25,2024-07-31,30941
comuna 1,34,2024-06-25,25955
comuna 11,27,2024-06-25,6159
comuna 6,16,2024-07-31,30849
comuna 1,42,2024-06-25,43563
comuna 8,84,2024-07-31,17186
comuna 8,92,2024-01-30,45731
comuna 1,98,2024-06-25,23219
comuna 8,66,2024-06-25,356
comuna 12,71,2024-01-30,49487
comuna 10,18,2024-06-23,14210
comuna 6,57,2024-06-23,14713
comuna 5,34,2024-01-30,16787
comuna 8,83,2024-06-23,26042
comuna 4,91,2024-06-23,21628
comuna 15,71,2024-06-23,28558
comuna 11,76,2024-06-23,15535
comuna 16,73,2024-07-31,16092
comuna 14,53,2024-06-25,11147
comuna 8,75,2024-06-25,16453
comuna 2,21,2024-06-25,8380
comuna 5,83,2024-01-30,1526
comuna 4,58,2024-07-31,8135
comuna 8,27,2024-01-30,15462
comuna 13,19,2024-06-25,12299
comuna 9,68,2024-07-31,30028
comuna 8,25,2024-06-25,7299
comuna 11,95,2024-01-30,37642
comuna 14,69,2024-06-25,49985
comuna 15,91,2024-07-31,29846
comuna 6,13,2024-07-31,41361
comuna 11,39,2024-07-31,45853
comuna 15,21,2024-07-31,31149
comuna 12,78,2024-07-31,49733
comuna 1,67,2024-06-25,47965
comuna 6,68,2024-06-23,20228
comuna 16,10,2024-01-30,20229
comuna 16,83,2024-06-25,29973
comuna 2,10,2024-06-25,27782
comuna 14,14,2024-07-31,21301
comuna 14,61,2024-01-30,44674
comuna 8,71,2024-07-31,30437
comuna 8,60,2024-01-30,998
comuna 1,56,2024-06-23,37329
comuna 11,92,2024-06-25,24640
comuna 1,39,2024-06-25,44158
comuna 5,20,2024-01-30,25574
comuna 3,72,2024-06-23,34018
comuna 15,53,2024-01-30,13264
comuna 15,78,2024-06-25,36372
comuna 14,65,2024-01-30,10236
comuna 11,36,2024-06-25,47039
comuna 10,83,2024-01-30,23955
comuna 15,11,2024-01-30,4273
comuna 8,97,2024-07-31,47602
comuna 1,13,2024-06-25,43737
comuna 14,22,2024-06-25,5876
comuna 4,67,2024-06-23,16245
